method,seed,train_size,r,K,h,time,rmseC,rmseC_alg,f1_1,f1_2,f1_3,macro_f1,weighted_f1,f1_1_dip,f1_2_dip,f1_3_dip,macro_f1_dip,weighted_f1_dip,rmse1,rmse5,rmse10,rmse12,rmse15,mae1,mae5,mae10,mae12,mae15,mape1,mape5,mape10,mape12,mape15,x_forecast,c_predicted
GP,16025,300,1,10,1,1268.06,0.04843,0.64533,0.98844,0.96203,0.975,0.97515,0.97932,0.53674,0.34437,0,0.2937,0.44763,0.30793,1.45783,1.60522,1.80124,1.85386,0.30793,1.2336,1.45288,1.63787,1.65398,2.79093,9.81927,11.9366,13.45374,13.70694,"[11.341, 11.15044, 10.97487, 10.8039, 10.63633, 10.47188, 10.31037, 10.15166, 9.99558, 9.84199, 9.69073, 9.54164, 9.39459, 9.2494, 9.10592, 8.96399, 8.82345, 8.6841, 8.54579, 8.40831]","[-0.08143, -0.07115, -0.06087, -0.05059, -0.04031, -0.03003, -0.01975, -0.00946, 0.00082, 0.0111, 0.02138, 0.03167, 0.04195, 0.05223, 0.06252, 0.0728, 0.08308, 0.09337, 0.10365, 0.11393, 0.12422, 0.1345, 0.14479, 0.15507, 0.16536, 0.17564, 0.18593, 0.19621, 0.2065, 0.21678, 0.22707, 0.23736, 0.24764, 0.25793, 0.26821, 0.2785, 0.28879, 0.29907, 0.30936, 0.31964, 0.32993, 0.34022, 0.3505, 0.36079, 0.37108, 0.38136, 0.39165, 0.40193, 0.41222, 0.4225, 0.43279, 0.44307, 0.45336, 0.46365, 0.47393, 0.48422, 0.4945, 0.50479, 0.51507, 0.52536, 0.53564, 0.54593, 0.55621, 0.5665, 0.57678, 0.58707, 0.59735, 0.60764, 0.61792, 0.62821, 0.63849, 0.64877, 0.65906, 0.66934, 0.67963, 0.68991, 0.70019, 0.71048, 0.72076, 0.73104, 0.74133, 0.75161, 0.76189, 0.77218, 0.78246, 0.79274, 0.80303, 0.81331, 0.82359, 0.83388, 0.84416, 0.85444, 0.86473, 0.87501, 0.88529, 0.89558, 0.90586, 0.91615, 0.92643, 0.93671, 0.947, 0.95728, 0.96757, 0.97785, 0.98813, 0.99842, 1.0087, 1.01898, 1.02927, 1.03955, 1.04983, 1.06011, 1.0704, 1.08068, 1.09096, 1.10124, 1.11153, 1.12181, 1.13209, 1.14237, 1.15265, 1.16293, 1.17321, 1.18349, 1.19378, 1.20406, 1.21434, 1.22462, 1.2349, 1.24518, 1.25546, 1.26574, 1.27602, 1.2863, 1.29658, 1.30686, 1.31714, 1.32742, 1.3377, 1.34797, 1.35825, 1.36853, 1.37881, 1.38908, 1.39936, 1.40964, 1.41991, 1.43019, 1.44047, 1.45074, 1.46102, 1.47129, 1.48156, 1.49184, 1.50211, 1.51238, 1.52266, 1.53293, 1.5432, 1.55347, 1.56375, 1.57402, 1.58429, 1.59456, 1.60484, 1.61511, 1.62538, 1.63565, 1.64592, 1.65619, 1.66647, 1.67674, 1.68701, 1.69728, 1.70755, 1.71782, 1.72809, 1.73836, 1.74864, 1.75891, 1.76918, 1.77945, 1.78972, 1.79999, 1.81026, 1.82053, 1.8308, 1.84107, 1.85134, 1.86162, 1.87189, 1.88216, 1.89243, 1.9027, 1.91297, 1.92324, 1.93352, 1.94379, 1.95406, 1.96434, 1.97461, 1.98489, 1.99516, 2.00544, 2.01571, 2.02599, 2.03626, 2.04654, 2.05681, 2.06708, 2.07736, 2.08763, 2.09791, 2.10818, 2.11845, 2.12873, 2.139, 2.14928, 2.15955, 2.16982, 2.1801, 2.19037, 2.20064, 2.21092, 2.22119, 2.23146, 2.24173, 2.25201, 2.26228, 2.27255, 2.28282, 2.2931, 2.30337, 2.31364, 2.32391, 2.33419, 2.34446, 2.35474, 2.36501, 2.37529, 2.38556, 2.39583, 2.40611, 2.41638, 2.42666, 2.43693, 2.44721, 2.45748, 2.46776, 2.47804, 2.48831, 2.49859, 2.50887, 2.51914, 2.52942, 2.5397, 2.54998, 2.56025, 2.57053, 2.58081, 2.59109, 2.60136, 2.61164, 2.62192, 2.6322, 2.64248, 2.65275, 2.66303, 2.67331, 2.68358, 2.69386, 2.70414, 2.71441, 2.72469, 2.73497, 2.74524, 2.75552, 2.7658, 2.77607, 2.78635, 2.79663, 2.80691, 2.81719, 2.82747, 2.83774, 2.84802, 2.8583, 2.86858, 2.87886, 2.88914, 2.89942, 2.9097, 2.91998, 2.93025, 2.94053, 2.95081, 2.96109, 2.97137, 2.98165, 2.99193]"
ARIMA,16025,300,1,10,1,19.053,,,,,,,,,,,,,0.82167,0.89249,0.6649,0.61966,0.86126,0.82167,0.68104,0.46177,0.43511,0.5834,7.44731,5.45831,3.74954,3.53737,5.17652,"[11.85474, 11.86033, 11.87617, 11.87518, 11.8773, 11.87695, 11.87726, 11.87718, 11.87723, 11.87721, 11.87722, 11.87722, 11.87722, 11.87722, 11.87722, 11.87722, 11.87722, 11.87722, 11.87722, 11.87722]",
RandomWalk,16025,300,1,10,1,1.148,,,,,,,,,,,,,0.69264,0.94289,0.70153,0.66689,0.86018,0.69264,0.71183,0.47176,0.46869,0.60016,6.27786,5.65162,3.78903,3.77761,5.25374,"[11.72571, 11.72571, 11.72571, 11.72571, 11.72571, 11.72571, 11.72571, 11.72571, 11.72571, 11.72571, 11.72571, 11.72571, 11.72571, 11.72571, 11.72571, 11.72571, 11.72571, 11.72571, 11.72571, 11.72571]",
LSTM,16025,300,1,10,1,748.461,,,,,,,,,,,,,0.28842,1.5983,1.76747,1.93623,1.96,0.28842,1.36786,1.61944,1.78617,1.77228,2.61413,10.91265,13.32842,14.69173,14.69309,"[11.32149, 11.08019, 10.80651, 10.5821, 10.40595, 10.22563, 10.07362, 9.93883, 9.82213, 9.71695, 9.61339, 9.50495, 9.38682, 9.25648, 9.11175, 8.95019, 8.76861, 8.56258, 8.32666, 8.05473]",
Alg_c,16025,300,1,10,1,0,0.64533,0.64533,0.89103,0.55319,0.50549,0.6499,0.73869,0.58389,0.29008,0.15873,0.34423,0.48313,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.01405, 0.22946, 0.15698, 0.0, 0.0, 0.25555, 0.5065, 0.0, 0.0, 0.82613, 0.0, 0.0, 0.0, 0.14134, 0.31713, 0.0, 0.48743, 0.04585, 0.0, 0.70745, 0.59029, 0.0, 0.22796, 0.59687, 0.30763, 0.72095, 0.49336, 0.37657, 0.35711, 0.20087, 0.1636, 0.60026, 0.48335, 0.34796, 0.11462, 0.06356, 0.11472, 0.0, 0.50704, 0.27786, 0.60094, 0.83769, 0.71102, 0.43637, 0.58784, 0.32532, 0.0, 0.04368, 0.59544, 0.0, 0.09895, 0.20828, 0.96364, 0.46728, 0.3947, 0.74235, 0.71173, 0.51956, 0.47514, 0.04061, 0.92745, 0.25431, 0.84426, 1.20067, 0.11845, 0.58252, 0.32572, 0.79897, 0.54865, 0.69781, 0.78521, 0.76713, 1.13914, 0.23934, 0.50832, 1.01503, 1.50318, 0.16273, 0.62909, 1.68005, 1.07257, 0.98677, 0.51167, 0.30287, 0.53842, 1.64005, 0.24608, 1.32885, 0.17736, 1.21231, 0.56612, 0.5029, 1.35728, 0.90065, 1.56258, 1.23421, 0.89199, 0.8152, 1.25516, 0.82663, 0.88018, 1.60913, 0.43921, 0.54702, 1.02765, 2.006, 0.63569, 1.84671, 0.89853, 0.46433, 0.97977, 0.82912, 1.31498, 1.00538, 1.23802, 1.11716, 1.58453, 1.18724, 0.89585, 1.17611, 1.09846, 1.97223, 0.98749, 0.37409, 0.98912, 1.64656, 1.46431, 1.28252, 0.98336, 2.41451, 0.89331, 1.09033, 1.18462, 1.09609, 1.17727, 1.8048, 1.75847, 0.64043, 1.17104, 1.01078, 1.63586, 0.84605, 1.73745, 1.42629, 1.60875, 1.98262, 1.62166, 1.78651, 0.0, 1.44893, 1.66774, 0.67896, 2.16417, 5.75362, NaN, 0.0, 0.17302, 2.30335, 1.41259, 0.0, 3.24364, NaN, 2.86616, 4.02368, 0.73685, 3.02875, 2.88886, 4.80453, 0.0, 0.93613, 0.87826, 1.57538, 1.75206, 3.85815, NaN, 1.01226, 2.87376, 0.0, 3.60444, 0.0, 2.23438, 1.74871, 0.0, 3.70119, 1.51545, 2.17734, 2.61992, 1.82141, 1.55267, 0.56231, 2.7472, 1.68287, 2.81319, 2.38036, 2.10589, 2.04737, 2.52625, 1.72049, 1.6963, 2.51057, 2.61984, 1.47078, 1.88753, 1.49674, 1.80837, 1.95469, 2.394, 1.47678, 2.00358, 2.05708, 1.71808, 2.95374, 1.3744, 2.13885, 2.18029, 2.23932, 2.75129, 2.06974, 2.70313, 1.6105, 3.56531, 1.64471, 1.77674, 1.98114, 2.92237, 1.98337, 2.01942, 3.19165, 1.16533, 3.28712, 2.37824, 1.78195, 3.50137, 2.02006, 2.41457, 2.49344, 2.05211, 2.52868, 2.11525, 2.40775, 2.75272, 2.68791, 2.31634, 2.5697, 2.85235, 2.35959, 2.26449, 2.08198, 2.06042, 2.5086, 2.24644, 3.37945, 2.90408, 2.32973, 2.43562, 2.71685, 2.32323, 2.54494, 2.32599, 2.45208, 2.74963, 3.23702, 2.18405, 2.61735, 2.94251, 2.81566, 1.99351, 2.89642, 2.50614, 2.70423, 2.52715, 2.91934, 2.86221, 2.63252, 2.57759, 3.25396, 2.49406, 3.24304, 2.42099, 2.60893, 2.95079, 3.54943, 3.04423, 2.52366, 3.33484, 2.49724, 2.25204, 3.17351, 2.40753, 3.42885, 3.07557, 2.18924, 2.90144, 2.56822, 2.67076]"
UDE-NN,28020,300,1,10,1,196.804,0.09854,1.08347,0.98295,0.90196,0.89655,0.92716,0.9491,0.97887,0.75,0.7931,0.84066,0.88749,0.03286,0.21548,0.26886,0.26919,0.29363,0.03286,0.17835,0.22046,0.22375,0.25389,6.79874,39.5717,4.51E+10,3.76E+10,3.01E+10,"[0.5162, 0.50438, 0.49516, 0.48685, 0.47905, 0.47165, 0.46461, 0.4579, 0.45149, 0.44535, 0.43949, 0.43386, 0.42847, 0.42329, 0.41831, 0.41352, 0.40891, 0.40446, 0.40018, 0.39605]","[-0.14323, -0.17035, -0.05963, 0.00974, 0.12563, 0.09749, 0.06523, -0.01791, 0.07956, 0.08946, 0.12626, 0.19966, 0.14494, 0.13237, 0.2041, 0.13491, 0.16771, 0.21481, 0.20542, 0.19454, 0.21681, 0.18959, 0.21376, 0.3252, 0.3837, 0.397, 0.40172, 0.39338, 0.38954, 0.40317, 0.34362, 0.34546, 0.36398, 0.30942, 0.30467, 0.39762, 0.31482, 0.37572, 0.38839, 0.47606, 0.48755, 0.4544, 0.50515, 0.59853, 0.62956, 0.67657, 0.66154, 0.64428, 0.56537, 0.46347, 0.42112, 0.37577, 0.43196, 0.50792, 0.55142, 0.63315, 0.71704, 0.67209, 0.7398, 0.70658, 0.66602, 0.62169, 0.61974, 0.68914, 0.67479, 0.72759, 0.75303, 0.80327, 0.78284, 0.74073, 0.69792, 0.75337, 0.76375, 0.84056, 0.83506, 0.8004, 0.7593, 0.74282, 0.75062, 0.83255, 0.85749, 0.89204, 0.91468, 0.82648, 0.84878, 0.8134, 0.81895, 0.8671, 0.88263, 0.87799, 0.93595, 0.90293, 0.81104, 0.83446, 0.84781, 0.8811, 0.84479, 0.95957, 1.05846, 1.04266, 1.0488, 1.01134, 1.02333, 1.07495, 1.0855, 1.08705, 1.00006, 1.01844, 1.15309, 1.16687, 1.15318, 1.17782, 1.18726, 1.171, 1.13125, 1.01925, 1.03057, 0.96694, 0.88899, 1.01497, 0.97965, 1.02757, 1.04413, 1.13727, 1.20154, 1.26776, 1.27343, 1.26778, 1.27754, 1.20392, 1.22914, 1.301, 1.2568, 1.32976, 1.33636, 1.35609, 1.38058, 1.4699, 1.45417, 1.37666, 1.4267, 1.49104, 1.55382, 1.41728, 1.42369, 1.37262, 1.33219, 1.41183, 1.42772, 1.39586, 1.34414, 1.35219, 1.39222, 1.45566, 1.49688, 1.4998, 1.45066, 1.53709, 1.54642, 1.53243, 1.60245, 1.60306, 1.62827, 1.66551, 1.65995, 1.67616, 1.59592, 1.6317, 1.6394, 1.74218, 1.7665, 1.76122, 1.79631, 1.7923, 1.71926, 1.84316, 1.74833, 1.66805, 1.65712, 1.67769, 1.72441, 1.83447, 1.84631, 1.91474, 1.8499, 1.79225, 1.7881, 1.79845, 1.82997, 1.93557, 1.9942, 2.03675, 1.95824, 1.98489, 1.9875, 2.10457, 2.07814, 1.99989, 1.98783, 2.04576, 2.04902, 2.04907, 2.01569, 1.99145, 1.99346, 2.01499, 2.06254, 2.06737, 2.0982, 2.00255, 1.97743, 1.94929, 1.93659, 1.95222, 1.95519, 1.97409, 1.98756, 2.0032, 2.0374, 2.11217, 2.11953, 2.12709, 2.12534, 2.123, 2.13726, 2.14626, 2.1491, 2.18089, 2.21708, 2.23866, 2.27342, 2.279, 2.29506, 2.28916, 2.29226, 2.31057, 2.32497, 2.33946, 2.35473, 2.37975, 2.44108, 2.45201, 2.4601, 2.45552, 2.45607, 2.46656, 2.49084, 2.49552, 2.49818, 2.51419, 2.53471, 2.56833, 2.60298, 2.6575, 2.68222, 2.70208, 2.70253, 2.68398, 2.6754, 2.70396, 2.77303, 2.80387, 2.82407, 2.8657, 2.91606, 2.93762, 2.9391, 2.93151, 2.90255, 2.8673, 2.83447, 2.80274, 2.78333, 2.7373, 2.70442, 2.68298, 2.64621, 2.63072, 2.58548, 2.56628, 2.60321, 2.65147, 2.67866, 2.69997, 2.68669, 2.68467, 2.72881, 2.735, 2.73479, 2.76806, 2.82394, 2.86115, 2.8778, 2.90835, 2.97574, 3.00576, 3.01812, 3.01921, 3.02755, 3.03809]"
GP,28020,300,1,10,1,1243.917,0.3323,1.08347,0.98889,0.77157,0,0.58682,0.79514,1,0.57317,0,0.52439,0.65361,0.25485,0.52393,1.22663,1.6889,3.34486,0.25485,0.46761,1.00363,1.33984,2.386,52.72636,118.40027,2.12E+11,1.77E+11,1.41E+11,"[0.73819, 0.89853, 1.03484, 1.16239, 1.29264, 1.43657, 1.60763, 1.8252, 2.11918, 2.53601, 3.14334, 4.02197, 5.21969, 6.64709, 7.99186, 8.87931, 9.24177, 9.30702, 9.26748, 9.19885]","[0.0181, 0.02891, 0.03963, 0.05083, 0.06155, 0.07167, 0.08162, 0.09195, 0.10253, 0.11276, 0.12181, 0.13084, 0.13978, 0.14826, 0.15669, 0.16457, 0.1718, 0.1795, 0.18704, 0.19429, 0.20171, 0.20939, 0.21707, 0.22484, 0.23258, 0.2404, 0.24846, 0.25656, 0.26522, 0.27509, 0.2856, 0.29596, 0.30655, 0.31731, 0.32845, 0.33894, 0.34977, 0.3605, 0.37198, 0.38272, 0.39348, 0.40432, 0.41583, 0.42798, 0.44133, 0.45372, 0.46688, 0.48026, 0.49286, 0.50578, 0.5172, 0.52949, 0.54119, 0.55237, 0.56383, 0.57636, 0.58894, 0.60195, 0.61452, 0.6274, 0.64, 0.65277, 0.66689, 0.67968, 0.69287, 0.70564, 0.71772, 0.72913, 0.74074, 0.75324, 0.76573, 0.77688, 0.78781, 0.79815, 0.80818, 0.81831, 0.82828, 0.83811, 0.84718, 0.85592, 0.86457, 0.87363, 0.88315, 0.89308, 0.90288, 0.91274, 0.92254, 0.9323, 0.94242, 0.95278, 0.96336, 0.97402, 0.98364, 0.99364, 1.00435, 1.01486, 1.02484, 1.03433, 1.04412, 1.05286, 1.06081, 1.06922, 1.07814, 1.08716, 1.09555, 1.10395, 1.11217, 1.11987, 1.12768, 1.13549, 1.14326, 1.15194, 1.1605, 1.16924, 1.17815, 1.18743, 1.19691, 1.20586, 1.21473, 1.2241, 1.23365, 1.24196, 1.25076, 1.25977, 1.2689, 1.27831, 1.2861, 1.29369, 1.30114, 1.30813, 1.31475, 1.32169, 1.32889, 1.33606, 1.3434, 1.35158, 1.36023, 1.36919, 1.37864, 1.38785, 1.39732, 1.40765, 1.41803, 1.42832, 1.43844, 1.44876, 1.45956, 1.4708, 1.48159, 1.49157, 1.50198, 1.51299, 1.52415, 1.53496, 1.54569, 1.55675, 1.56789, 1.57945, 1.59, 1.60041, 1.61097, 1.62011, 1.62871, 1.63721, 1.645, 1.65255, 1.65976, 1.66706, 1.67485, 1.68315, 1.69203, 1.70039, 1.70876, 1.71724, 1.72589, 1.73462, 1.74356, 1.7518, 1.75997, 1.76811, 1.77629, 1.78441, 1.79281, 1.80108, 1.80884, 1.81489, 1.82005, 1.82522, 1.83005, 1.83476, 1.83933, 1.84361, 1.8476, 1.8512, 1.85476, 1.85833, 1.86214, 1.86596, 1.86998, 1.87424, 1.87907, 1.88412, 1.88968, 1.89572, 1.90262, 1.90984, 1.91739, 1.92468, 1.93117, 1.9364, 1.94016, 1.94283, 1.94464, 1.94596, 1.94725, 1.94827, 1.94948, 1.95059, 1.95167, 1.95289, 1.95428, 1.95517, 1.95613, 1.95699, 1.95792, 1.95925, 1.96046, 1.9616, 1.963, 1.96436, 1.96558, 1.96688, 1.96795, 1.96916, 1.97018, 1.97137, 1.97261, 1.97373, 1.97482, 1.97593, 1.97714, 1.97853, 1.97954, 1.98052, 1.98141, 1.98252, 1.98375, 1.98489, 1.98586, 1.98688, 1.98809, 1.98925, 1.99047, 1.99171, 1.99308, 1.99428, 1.99552, 1.99674, 1.99807, 1.99951, 2.00105, 2.00254, 2.00376, 2.00496, 2.0063, 2.00754, 2.00858, 2.00952, 2.01048, 2.01137, 2.01228, 2.01332, 2.01442, 2.01561, 2.01666, 2.01794, 2.0193, 2.02062, 2.02204, 2.02327, 2.02468, 2.02621, 2.02772, 2.02909, 2.03044, 2.03174, 2.03315, 2.03473, 2.03617, 2.03765, 2.03921, 2.04068, 2.04191, 2.04302, 2.04437, 2.04577, 2.04697, 2.04807, 2.04918, 2.05045]"
ARIMA,28020,300,1,10,1,18.82,,,,,,,,,,,,,0.05999,0.20301,0.28689,0.28016,0.3344,0.05999,0.16173,0.23745,0.23837,0.28947,12.41121,40.02955,5.43E+10,4.52E+10,3.62E+10,"[0.54333, 0.54265, 0.54275, 0.54273, 0.54273, 0.54273, 0.54273, 0.54273, 0.54273, 0.54273, 0.54273, 0.54273, 0.54273, 0.54273, 0.54273, 0.54273, 0.54273, 0.54273, 0.54273, 0.54273]",
RandomWalk,28020,300,1,10,1,1.16,,,,,,,,,,,,,0.05511,0.20332,0.28569,0.27919,0.33249,0.05511,0.16244,0.23652,0.2376,0.28799,11.40168,39.84336,5.38E+10,4.49E+10,3.59E+10,"[0.53845, 0.53845, 0.53845, 0.53845, 0.53845, 0.53845, 0.53845, 0.53845, 0.53845, 0.53845, 0.53845, 0.53845, 0.53845, 0.53845, 0.53845, 0.53845, 0.53845, 0.53845, 0.53845, 0.53845]",
LSTM,28020,300,1,10,1,723.073,,,,,,,,,,,,,0.02443,0.23091,0.27455,0.27406,0.30123,0.02443,0.19116,0.2228,0.22612,0.25888,5.05511,38.86958,4.41E+10,3.68E+10,2.94E+10,"[0.45891, 0.46403, 0.45129, 0.43958, 0.45033, 0.44677, 0.44902, 0.44414, 0.44143, 0.44149, 0.4402, 0.43955, 0.4394, 0.43868, 0.43836, 0.43795, 0.43768, 0.4375, 0.4373, 0.43717]",
Alg_c,28020,300,1,10,1,0,1.08347,1.08347,0.90608,0.54701,0.5974,0.6835,0.77569,0.89333,0.51685,0.65347,0.68788,0.77005,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.42381, 0.07331, 0.16148, 0.0, 0.24654, 0.02023, 0.02941, 0.48852, 0.03174, 0.0, 0.58671, 0.0, 0.15117, 0.34596, 0.19665, 0.09599, 0.36367, 0.08523, 0.01568, 0.46066, 0.45949, 0.39147, 0.43007, 0.38063, 0.34912, 0.56131, 0.20909, 0.30876, 0.50935, 0.22495, 0.10537, 0.77538, 0.00104, 0.45043, 0.22947, 0.62911, 0.56988, 0.2831, 0.45117, 0.71757, 0.62157, 0.80394, 0.70902, 0.78299, 0.65124, 0.34137, 0.38993, 0.16634, 0.38772, 0.56646, 0.47928, 0.67003, 0.9727, 0.49659, 0.91864, 0.74239, 0.64115, 0.49747, 0.49665, 0.81746, 0.56723, 0.76813, 0.69716, 0.95388, 0.84286, 0.74675, 0.49951, 0.84569, 0.60717, 1.0208, 0.88127, 0.81106, 0.71409, 0.72099, 0.57271, 0.99623, 0.81016, 0.89887, 1.16815, 0.55648, 0.9981, 0.72686, 0.73267, 0.94023, 0.9254, 0.75026, 1.10094, 1.03328, 0.54776, 0.85961, 0.7981, 1.07019, 0.49971, 0.96865, 1.31267, 0.89957, 1.18072, 0.89554, 0.93317, 1.18143, 1.05349, 1.33754, 0.75805, 0.73565, 1.47731, 1.16655, 1.04989, 1.21848, 1.22806, 1.18619, 1.30549, 0.71903, 1.22876, 1.02311, 0.43426, 1.40337, 0.68683, 1.15636, 0.85475, 1.22935, 1.16368, 1.40507, 1.27437, 1.17341, 1.57048, 0.90343, 1.10204, 1.69974, 0.82625, 1.60657, 1.26717, 1.38212, 1.20139, 1.68947, 1.60505, 1.06173, 1.42189, 1.45267, 2.00852, 1.03962, 1.58524, 1.33653, 1.08635, 1.52706, 1.50412, 1.4305, 1.21968, 1.28939, 1.34339, 1.50178, 1.56557, 1.58244, 1.1676, 1.71002, 1.57589, 1.33892, 1.78986, 1.51836, 1.58631, 1.78866, 1.50952, 2.03476, 1.18885, 1.84233, 1.35805, 1.93484, 1.8155, 1.62653, 1.87533, 2.03117, 1.14298, 2.40153, 1.625, 1.52911, 1.63457, 1.67116, 1.5337, 2.12445, 1.61445, 2.2413, 1.78771, 1.63446, 1.8207, 1.82789, 1.53799, 2.17001, 1.82805, 2.66246, 1.22826, 2.46748, 1.13041, 2.85247, 2.18934, 1.7319, 1.70497, 2.34432, 1.94589, 2.17269, 1.96894, 1.9396, 1.97972, 1.93505, 2.20203, 1.86925, 2.55375, 1.60559, 2.10103, 1.86858, 1.02303, 2.60055, 0.0, 2.35009, 2.12038, 0.0, 0.33608, 3.25548, NaN, 4.44047, 14.82509, 0.0, 2.43211, 2.97633, 0.0, 2.27504, 2.71477, 0.82796, 3.24936, 0.0, 3.36094, 0.0, 1.62716, 2.52318, 2.29338, 2.46673, 1.70764, 0.30041, 3.27192, 0.0, 5.84197, NaN, 1.99795, 1.78412, 3.50591, 3.53976, 0.0, 2.51928, 1.56954, 2.78608, 1.48086, 3.24645, 2.46569, 3.17272, 3.42154, 2.39103, 2.04416, 2.17308, 3.3454, 3.77307, 0.4819, 2.69666, 3.60371, 4.93748, 3.48841, 5.18569, 6.43497, 0.0, 2.96608, 1.13087, 4.01056, 0.0, 2.47541, 3.19196, 1.28791, 3.42165, 0.0, 1.59165, 2.65363, 2.99303, 2.51625, 3.61459, 2.10765, 1.37181, 3.33097, 2.90104, 1.99382, 2.51725, 3.09767, 4.64, 0.0, 2.02234, 3.59535, 4.12855, 4.74456, 0.44827, 2.99605]"
UDE-NN,51568,300,1,10,1,207.853,0.12806,1.04384,0.98256,0.90909,0.86111,0.91759,0.94588,0.61458,0.14208,0.42759,0.39475,0.37448,0.4426,0.32026,0.25921,0.256,0.23581,0.4426,0.28324,0.21461,0.21239,0.19339,11839.01289,8.62E+10,4.31E+10,3.59E+10,2.87E+10,"[0.44634, 0.43105, 0.42548, 0.42247, 0.42017, 0.41809, 0.4161, 0.41414, 0.41222, 0.41032, 0.40844, 0.4066, 0.40477, 0.40297, 0.40119, 0.39943, 0.39769, 0.39598, 0.39428, 0.39261]","[0.07866, 0.00661, -0.10873, -0.11108, -0.05747, 0.04128, 0.03953, 0.08348, 0.17484, 0.21972, 0.22671, 0.20845, 0.21446, 0.17607, 0.1982, 0.22351, 0.21911, 0.18337, 0.18, 0.09099, 0.076, 0.10655, 0.13108, 0.20887, 0.13924, 0.15443, 0.22044, 0.23174, 0.20672, 0.27748, 0.3223, 0.30321, 0.29625, 0.34114, 0.33707, 0.35211, 0.33204, 0.30904, 0.31745, 0.35475, 0.40635, 0.42386, 0.41622, 0.37349, 0.34136, 0.35567, 0.3673, 0.34071, 0.34212, 0.42436, 0.50369, 0.56525, 0.56061, 0.58677, 0.59707, 0.5411, 0.53642, 0.56054, 0.58157, 0.64405, 0.58837, 0.62803, 0.68962, 0.68258, 0.62713, 0.53125, 0.49389, 0.51932, 0.56763, 0.5804, 0.58505, 0.49457, 0.53469, 0.65516, 0.6189, 0.64767, 0.64797, 0.56358, 0.602, 0.6494, 0.66282, 0.58586, 0.63352, 0.66971, 0.71984, 0.76231, 0.79566, 0.83464, 0.85563, 0.88566, 0.95329, 0.94521, 0.93576, 0.96001, 0.97262, 1.00774, 1.06389, 1.07512, 1.10202, 1.07422, 0.98893, 0.99183, 1.03534, 1.06895, 1.1479, 1.15806, 1.15608, 1.1423, 1.10139, 1.1206, 1.13813, 1.1069, 1.21769, 1.22221, 1.15981, 1.2183, 1.24695, 1.22371, 1.18511, 1.15668, 1.06871, 1.15537, 1.2379, 1.34621, 1.43969, 1.43032, 1.35357, 1.24525, 1.26285, 1.32059, 1.44521, 1.3604, 1.38496, 1.38785, 1.41339, 1.39327, 1.37938, 1.40544, 1.4408, 1.41819, 1.48195, 1.51075, 1.40378, 1.33964, 1.3841, 1.41275, 1.47787, 1.40418, 1.33412, 1.40206, 1.36948, 1.35084, 1.43446, 1.50976, 1.53347, 1.53004, 1.55158, 1.48565, 1.4985, 1.58737, 1.55365, 1.62712, 1.64813, 1.61473, 1.58448, 1.62428, 1.66237, 1.76998, 1.75937, 1.7412, 1.74222, 1.74973, 1.77421, 1.81992, 1.84937, 1.88191, 1.89737, 1.9037, 1.91142, 1.9416, 1.93827, 1.93868, 1.93227, 1.94078, 1.93944, 1.9439, 1.99637, 1.9867, 1.99848, 1.99402, 2.02794, 1.99689, 1.96715, 1.93114, 1.90274, 1.8916, 1.89227, 1.89462, 1.89815, 1.89971, 1.88657, 1.89514, 1.88369, 1.89532, 1.90271, 1.92132, 1.9091, 1.89895, 1.88577, 1.85387, 1.82457, 1.82084, 1.85437, 1.86968, 1.89032, 1.91111, 1.93248, 1.95297, 1.97396, 1.99644, 2.01871, 2.03965, 2.06751, 2.08037, 2.0929, 2.10558, 2.11753, 2.12876, 2.13762, 2.14619, 2.15533, 2.1689, 2.18514, 2.20355, 2.22491, 2.24204, 2.25394, 2.26879, 2.27303, 2.27711, 2.28109, 2.28724, 2.2939, 2.29834, 2.29266, 2.28742, 2.29571, 2.31537, 2.33722, 2.36094, 2.37846, 2.39064, 2.36466, 2.33937, 2.32207, 2.35169, 2.40334, 2.44866, 2.48089, 2.53685, 2.59707, 2.63134, 2.658, 2.68431, 2.68924, 2.68469, 2.65066, 2.62213, 2.61318, 2.61307, 2.61242, 2.62843, 2.58249, 2.53643, 2.50111, 2.4783, 2.50161, 2.53893, 2.56333, 2.57297, 2.58256, 2.59746, 2.61597, 2.6204, 2.63953, 2.66654, 2.67961, 2.67962, 2.70061, 2.72289, 2.73466, 2.72366, 2.7111, 2.68771, 2.65798, 2.63583, 2.64757, 2.66863, 2.67109, 2.67961]"
